15370	Heroes of Might and Magic V: Tribes of the East	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-v-tribes-of-the-east
15380	Heroes of Might and Magic V: Hammers of Fate	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-v-hammers-of-fate
15520	AaAaAA!!! - A Reckless Disregard for Gravity	http://www.metacritic.com/game/pc/aaaaaaaaaaaaaaaaaaaaaaaaa!!!---a-reckless-disregard-for-gravity
16300	Everyday Shooter	http://www.metacritic.com/game/pc/everyday-shooter
16710	Insecticide Part 1	http://www.metacritic.com/game/pc/insecticide-episode-1
16810	Sid Meier's Civilization IV: Colonization	http://www.metacritic.com/game/pc/sid-meiers-civilization-iv-colonization
17020	Global Agenda	http://www.metacritic.com/game/pc/global-agenda
17050	Global Agenda - Demo	http://www.metacritic.com/game/pc/global-agenda
17080	Tribes: Ascend	http://www.metacritic.com/game/pc/tribes-ascend
17100	Children of the Nile	http://www.metacritic.com/game/pc/immortal-cities-children-of-the-nile
17110	Children of the Nile Demo	http://www.metacritic.com/game/pc/immortal-cities-children-of-the-nile
17140	Hinterland	http://www.metacritic.com/game/pc/hinterland
17390	Spore	http://www.metacritic.com/game/pc/spore
17410	Mirror's Edge	http://www.metacritic.com/game/pc/mirrors-edge
17430	Need for Speed: Undercover	http://www.metacritic.com/game/pc/need-for-speed-undercover
17440	Spore: Creepy & Cute Parts Pack	http://www.metacritic.com/game/pc/spore-creepy-cute-parts-pack
17470	Dead Space	http://www.metacritic.com/game/pc/dead-space
17480	Command and Conquer: Red Alert 3	http://www.metacritic.com/game/pc/command-conquer-red-alert-3
17600	Out of the Park Baseball 9	http://www.metacritic.com/game/pc/out-of-the-park-baseball-9
17710	Nuclear Dawn	http://www.metacritic.com/game/pc/nuclear-dawn
18040	DeathSpank	http://www.metacritic.com/game/pc/deathspank
18049	Deathspank Pre-order	http://www.metacritic.com/game/pc/deathspank
18050	DeathSpank: Thongs Of Virtue	http://www.metacritic.com/game/pc/deathspank-thongs-of-virtue
18070	The Baconing	http://www.metacritic.com/game/pc/the-baconing
18110	Shattered Horizon	http://www.metacritic.com/game/pc/shattered-horizon
18120	Unstoppable Gorg	http://www.metacritic.com/game/pc/unstoppable-gorg
18400	Crazy Machines 2	http://www.metacritic.com/game/pc/crazy-machines-2
18420	Crazy Machines	http://www.metacritic.com/game/pc/crazy-machines-the-wacky-contraptions-game
18430	Crazy Machines 1.5	http://www.metacritic.com/game/pc/crazy-machines-the-wacky-contraptions-game
18450	Crazy Machines 1.5 New from the Lab	http://www.metacritic.com/game/pc/crazy-machines-the-wacky-contraptions-game
18460	Crazy Machines 1.5 Inventors Training Camp	http://www.metacritic.com/game/pc/crazy-machines-the-wacky-contraptions-game
18470	Helldorado	http://www.metacritic.com/game/pc/helldorado
18480	Mata Hari	http://www.metacritic.com/game/pc/mata-hari-betrayal-is-only-a-kiss-away
18490	The Whispered World	http://www.metacritic.com/game/pc/the-whispered-world
18500	Defense Grid: The Awakening	http://www.metacritic.com/game/pc/defense-grid-the-awakening
18510	Defense Grid: The Awakening Demo	http://www.metacritic.com/game/pc/defense-grid-the-awakening
18700	And Yet It Moves	http://www.metacritic.com/game/pc/and-yet-it-moves
18710	And Yet it Moves - Demo	http://www.metacritic.com/game/pc/and-yet-it-moves
19030	Rocket Knight	http://www.metacritic.com/game/pc/rocket-knight
19060	Rocket Knight Demo	http://www.metacritic.com/game/pc/rocket-knight
19810	The Sum of All Fears	http://www.metacritic.com/game/pc/the-sum-of-all-fears
19830	Tom Clancy's Rainbow Six 3: Gold Edition	http://www.metacritic.com/game/pc/tom-clancys-rainbow-six
